#Format: frequency (Hz)  ratio (dB)  phase (deg)
     3338.29     -197.366     -31.4743
     3369.21      -197.26       -29.82
     3400.41     -197.167     -28.1749
     3431.91     -197.089     -26.5305
     3463.69     -197.026      -24.877
     3495.78      -196.98     -23.2043
     3528.15     -196.949      -21.501
     3560.83     -196.936     -19.7549
     3593.81     -196.941     -17.9526
      3627.1     -196.962     -16.0798
      3660.7     -197.002     -14.1207
      3694.6     -197.058     -12.0586
     3728.82     -197.131     -9.87573
     3763.36      -197.22     -7.55342
     3798.22     -197.322     -5.07235
      3833.4     -197.436     -2.41332
      3868.9      -197.56     0.442208
     3904.74     -197.688      3.51094
      3940.9     -197.818      6.80639
      3977.4     -197.944      10.3374
     4014.24      -198.06      14.1059
     4051.42     -198.161      18.1058
     4088.95     -198.241      22.3207
     4126.82     -198.294      26.7243
     4165.04     -198.315      31.2801
     4203.62     -198.302      35.9437
     4242.56     -198.253      40.6663
     4281.85     -198.168      45.3984
     4321.51     -198.052      50.0941
     4361.54     -197.907       54.715
     4401.94     -197.739      59.2324
     4442.71     -197.555      63.6287
     4483.86      -197.36      67.8955
     4525.39      -197.16      72.0357
      4567.3     -196.961      76.0584
      4609.6     -196.767      79.9792
      4652.3     -196.582      83.8174
     4695.39     -196.408      87.5955
     4738.88     -196.248      91.3375
     4782.77     -196.103      95.0669
     4827.07     -195.974      98.8094
     4871.78     -195.862       102.59
      4916.9     -195.766      106.433
     4962.44     -195.684      110.373
     5008.41     -195.611      114.462
      5054.8     -195.519      118.467
     5101.62     -195.497      122.594
     5148.87      -195.47      127.008
     5196.56     -195.444      131.579
     5244.69      -195.42      136.316
     5293.27     -195.397      141.227
     5342.29     -195.371      146.317
     5391.77      -195.34      151.586
     5441.71     -195.301      157.034
     5492.12     -195.253      162.654
     5542.99     -195.192       168.44
     5594.33     -195.118      174.383
     5646.14     -195.029     -179.527
     5698.44     -194.924     -173.297
     5751.22     -194.806     -166.928
     5804.49     -194.675     -160.411
     5858.25     -194.536     -153.703
     5912.51     -194.396     -146.669
     5967.27     -194.268     -138.737
     6022.54      -193.76     -125.118
     6078.32     -192.768     -131.766
     6134.62     -193.122      -123.72
     6191.44     -193.025     -116.247
     6248.79     -192.849     -109.005
     6306.67     -192.647       -101.8
     6365.08     -192.431     -94.5547
     6424.03      -192.21     -87.2242
     6483.53     -191.988     -79.7752
     6543.59     -191.768     -72.1789
     6604.19     -191.553       -64.33
     6665.36     -191.334     -56.3211
      6727.1     -191.131     -48.0759
     6789.41     -190.941     -39.4757
     6852.29     -190.764     -30.4583
     6915.76     -190.604     -20.9149
     6979.81      -190.46     -10.6929
     7044.46     -190.324     0.417343
     7109.71      -190.18      12.6971
     7175.56     -189.984      26.4677
     7242.02     -189.665      42.1134
      7309.1     -189.084      59.7509
      7376.8     -188.077      78.9891
     7445.12      -186.52      98.6994
     7514.08     -184.414      117.434
     7583.68     -181.875      134.178
     7653.92     -179.037      148.624
     7724.81     -175.985      160.895
     7796.36      -172.74      171.195
     7868.57     -169.266      179.577
     7941.45      -165.47     -174.275
     8015.01     -161.188      -171.51
     8089.24     -156.212     -175.652
     8164.17         -151      163.269
     8239.79     -149.465      124.327
      8316.1     -151.429      103.518
     8393.13     -153.078      98.4783
     8470.87     -154.013      99.4082
     8549.33     -154.439      102.823
     8628.51     -154.514      107.465
     8708.43     -154.339      112.834
     8789.09     -153.975      118.767
      8870.5     -153.469      125.336
     8952.66     -152.857      132.983
     9035.58     -152.192      143.199
     9119.27     -151.663      163.143
     9203.73     -151.289     -5.60003
     9288.98     -150.239      76.9373
     9375.01     -148.545      117.084
     9461.85     -147.342      128.506
     9549.49     -146.216      134.505
     9637.93     -145.123      138.084
      9727.2      -144.08      140.083
      9817.3     -143.121      140.869
     9908.23      -142.29      140.731
       10000     -141.624      140.006
